area_code,drug_type,level,episodes,dimension
402051054,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,1,Sex
402051054,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,3,Sex
402051055,Alcohol,Females,20,Sex
402051055,Alcohol,Males,28,Sex
402051055,All drug-related,Females,37,Sex
402051055,All drug-related,Males,67,Sex
402051055,Cannabinoids,Females,4,Sex
402051055,Cannabinoids,Males,7,Sex
402051055,Hallucinogens,Females,1,Sex
402051055,Hallucinogens,Males,1,Sex
402051055,Inhalants,Males,2,Sex
402051055,Multiple drug use,Females,2,Sex
402051055,Multiple drug use,Males,7,Sex
402051055,Non-opioid analgesic and antirheumatic,Females,1,Sex
402051055,Non-opioid analgesic and antirheumatic,Males,4,Sex
402051055,Opioid,Females,3,Sex
402051055,Opioid,Males,8,Sex
402051055,Other,Females,1,Sex
402051055,Psychostimulants,Females,5,Sex
402051055,Psychostimulants,Males,8,Sex
402051055,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,2,Sex
403011056,Alcohol,Females,12,Sex
403011056,Alcohol,Males,15,Sex
403011056,All drug-related,Females,30,Sex
403011056,All drug-related,Males,42,Sex
403011056,Anaesthetics,Males,1,Sex
403011056,Analeptics and opioid receptor antagonists,Males,1,Sex
403011056,Cannabinoids,Females,5,Sex
403011056,Cannabinoids,Males,3,Sex
403011056,Hallucinogens,Females,2,Sex
403011056,Inhalants,Males,1,Sex
403011056,Multiple drug use,Females,1,Sex
403011056,Multiple drug use,Males,6,Sex
403011056,Non-opioid analgesic and antirheumatic,Males,3,Sex
403011056,Opioid,Females,5,Sex
403011056,Opioid,Males,4,Sex
403011056,Psychostimulants,Females,3,Sex
403011056,Psychostimulants,Males,7,Sex
403011056,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Females,1,Sex
403011056,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,1,Sex
403011056,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,1,Sex
403011057,Alcohol,Females,1,Sex
403011057,Alcohol,Males,5,Sex
403011057,All drug-related,Females,8,Sex
403011057,All drug-related,Males,13,Sex
403011057,Cannabinoids,Males,1,Sex
403011057,Inhalants,Males,1,Sex
403011057,Multiple drug use,Females,1,Sex
403011057,Multiple drug use,Males,1,Sex
403011057,Non-opioid analgesic and antirheumatic,Females,1,Sex
403011057,Opioid,Females,1,Sex
403011057,Opioid,Males,2,Sex
403011057,Psychostimulants,Females,2,Sex
403011057,Psychostimulants,Males,1,Sex
403011057,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,2,Sex
403011057,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,2,Sex
403021058,Alcohol,Females,18,Sex
403021058,Alcohol,Males,24,Sex
403021058,All drug-related,Females,41,Sex
403021058,All drug-related,Males,63,Sex
403021058,Analeptics and opioid receptor antagonists,Males,2,Sex
403021058,Cannabinoids,Females,4,Sex
403021058,Cannabinoids,Males,6,Sex
403021058,Inhalants,Males,1,Sex
403021058,Multiple drug use,Females,3,Sex
403021058,Multiple drug use,Males,3,Sex
403021058,Non-opioid analgesic and antirheumatic,Females,2,Sex
403021058,Non-opioid analgesic and antirheumatic,Males,3,Sex
403021058,Opioid,Females,3,Sex
403021058,Opioid,Males,5,Sex
403021058,Other,Females,1,Sex
403021058,Psychostimulants,Females,6,Sex
403021058,Psychostimulants,Males,8,Sex
403021058,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Females,1,Sex
403021058,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,1,Sex
403021058,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,3,Sex
403021058,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,10,Sex
403021059,Alcohol,Females,16,Sex
403021059,Alcohol,Males,17,Sex
403021059,All drug-related,Females,37,Sex
403021059,All drug-related,Males,37,Sex
403021059,Anaesthetics,Females,1,Sex
403021059,Analeptics and opioid receptor antagonists,Females,1,Sex
403021059,Cannabinoids,Females,2,Sex
403021059,Cannabinoids,Males,4,Sex
403021059,Multiple drug use,Females,3,Sex
403021059,Multiple drug use,Males,6,Sex
403021059,Non-opioid analgesic and antirheumatic,Males,1,Sex
403021059,Opioid,Females,3,Sex
403021059,Opioid,Males,3,Sex
403021059,Other,Females,1,Sex
403021059,Psychostimulants,Females,5,Sex
403021059,Psychostimulants,Males,3,Sex
403021059,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Females,1,Sex
403021059,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,4,Sex
403021059,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,3,Sex
403021060,Alcohol,Females,14,Sex
403021060,Alcohol,Males,18,Sex
403021060,All drug-related,Females,24,Sex
403021060,All drug-related,Males,34,Sex
403021060,Cannabinoids,Females,2,Sex
403021060,Hallucinogens,Males,1,Sex
403021060,Inhalants,Males,1,Sex
403021060,Multiple drug use,Females,1,Sex
403021060,Multiple drug use,Males,3,Sex
403021060,Opioid,Females,1,Sex
403021060,Opioid,Males,6,Sex
403021060,Other,Females,1,Sex
403021060,Psychostimulants,Females,1,Sex
403021060,Psychostimulants,Males,4,Sex
403021060,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Females,1,Sex
403021060,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,1,Sex
403021060,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,3,Sex
403021061,Alcohol,Females,10,Sex
403021061,Alcohol,Males,24,Sex
403021061,All drug-related,Females,30,Sex
403021061,All drug-related,Males,64,Sex
403021061,Cannabinoids,Females,2,Sex
403021061,Cannabinoids,Males,7,Sex
403021061,Multiple drug use,Females,4,Sex
403021061,Multiple drug use,Males,4,Sex
403021061,Non-opioid analgesic and antirheumatic,Females,1,Sex
403021061,Non-opioid analgesic and antirheumatic,Males,3,Sex
403021061,Opioid,Females,2,Sex
403021061,Opioid,Males,6,Sex
403021061,Other,Females,2,Sex
403021061,Other,Males,3,Sex
403021061,Psychostimulants,Females,7,Sex
403021061,Psychostimulants,Males,12,Sex
403021061,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,2,Sex
403021061,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,2,Sex
403021061,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,3,Sex
403021062,Alcohol,Females,7,Sex
403021062,Alcohol,Males,10,Sex
403021062,All drug-related,Females,17,Sex
403021062,All drug-related,Males,21,Sex
403021062,Cannabinoids,Males,1,Sex
403021062,Hallucinogens,Females,1,Sex
403021062,Multiple drug use,Females,4,Sex
403021062,Multiple drug use,Males,1,Sex
403021062,Opioid,Females,1,Sex
403021062,Opioid,Males,1,Sex
403021062,Psychostimulants,Females,2,Sex
403021062,Psychostimulants,Males,2,Sex
403021062,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,4,Sex
403021062,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,2,Sex
403021062,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,2,Sex
403021063,Alcohol,Females,20,Sex
403021063,Alcohol,Males,48,Sex
403021063,All drug-related,Females,55,Sex
403021063,All drug-related,Males,91,Sex
403021063,Anaesthetics,Females,1,Sex
403021063,Analeptics and opioid receptor antagonists,Females,1,Sex
403021063,Cannabinoids,Females,4,Sex
403021063,Cannabinoids,Males,6,Sex
403021063,Hallucinogens,Males,1,Sex
403021063,Multiple drug use,Females,5,Sex
403021063,Multiple drug use,Males,7,Sex
403021063,Non-opioid analgesic and antirheumatic,Females,4,Sex
403021063,Non-opioid analgesic and antirheumatic,Males,2,Sex
403021063,Opioid,Females,8,Sex
403021063,Opioid,Males,3,Sex
403021063,Psychostimulants,Females,11,Sex
403021063,Psychostimulants,Males,14,Sex
403021063,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,7,Sex
403021063,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,1,Sex
403021063,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,3,Sex
403021064,Alcohol,Females,31,Sex
403021064,Alcohol,Males,39,Sex
403021064,All drug-related,Females,55,Sex
403021064,All drug-related,Males,75,Sex
403021064,Anaesthetics,Females,1,Sex
403021064,Analeptics and opioid receptor antagonists,Males,1,Sex
403021064,Cannabinoids,Females,4,Sex
403021064,Cannabinoids,Males,2,Sex
403021064,Hallucinogens,Males,1,Sex
403021064,Multiple drug use,Females,1,Sex
403021064,Multiple drug use,Males,3,Sex
403021064,Non-opioid analgesic and antirheumatic,Females,2,Sex
403021064,Non-opioid analgesic and antirheumatic,Males,5,Sex
403021064,Opioid,Females,5,Sex
403021064,Opioid,Males,10,Sex
403021064,Other,Males,1,Sex
403021064,Psychostimulants,Females,5,Sex
403021064,Psychostimulants,Males,8,Sex
403021064,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Females,3,Sex
403021064,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,2,Sex
403021064,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,3,Sex
403021064,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,3,Sex
403031065,Alcohol,Females,10,Sex
403031065,Alcohol,Males,5,Sex
403031065,All drug-related,Females,16,Sex
403031065,All drug-related,Males,14,Sex
403031065,Anaesthetics,Females,1,Sex
403031065,Cannabinoids,Females,1,Sex
403031065,Cannabinoids,Males,4,Sex
403031065,Inhalants,Females,1,Sex
403031065,Multiple drug use,Males,2,Sex
403031065,Opioid,Females,3,Sex
403031065,Psychostimulants,Males,1,Sex
403031065,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,2,Sex
403031066,Alcohol,Females,9,Sex
403031066,Alcohol,Males,24,Sex
403031066,All drug-related,Females,23,Sex
403031066,All drug-related,Males,39,Sex
403031066,Cannabinoids,Females,5,Sex
403031066,Cannabinoids,Males,1,Sex
403031066,Inhalants,Males,1,Sex
403031066,Multiple drug use,Males,1,Sex
403031066,Non-opioid analgesic and antirheumatic,Females,1,Sex
403031066,Non-opioid analgesic and antirheumatic,Males,4,Sex
403031066,Opioid,Females,1,Sex
403031066,Opioid,Males,2,Sex
403031066,Psychostimulants,Females,5,Sex
403031066,Psychostimulants,Males,2,Sex
403031066,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Females,1,Sex
403031066,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,1,Sex
403031066,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,1,Sex
403031066,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,3,Sex
403031067,Alcohol,Females,27,Sex
403031067,Alcohol,Males,28,Sex
403031067,All drug-related,Females,48,Sex
403031067,All drug-related,Males,61,Sex
403031067,Anaesthetics,Females,2,Sex
403031067,Cannabinoids,Females,2,Sex
403031067,Cannabinoids,Males,6,Sex
403031067,Hallucinogens,Females,1,Sex
403031067,Hallucinogens,Males,1,Sex
403031067,Multiple drug use,Females,2,Sex
403031067,Multiple drug use,Males,5,Sex
403031067,Non-opioid analgesic and antirheumatic,Males,2,Sex
403031067,Opioid,Males,6,Sex
403031067,Psychostimulants,Females,11,Sex
403031067,Psychostimulants,Males,7,Sex
403031067,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,1,Sex
403031067,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,3,Sex
403031067,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,5,Sex
403031068,Alcohol,Females,7,Sex
403031068,Alcohol,Males,7,Sex
403031068,All drug-related,Females,18,Sex
403031068,All drug-related,Males,26,Sex
403031068,Cannabinoids,Males,1,Sex
403031068,Multiple drug use,Females,1,Sex
403031068,Multiple drug use,Males,4,Sex
403031068,Non-opioid analgesic and antirheumatic,Females,1,Sex
403031068,Non-opioid analgesic and antirheumatic,Males,1,Sex
403031068,Opioid,Females,4,Sex
403031068,Opioid,Males,2,Sex
403031068,Other,Males,1,Sex
403031068,Psychostimulants,Females,3,Sex
403031068,Psychostimulants,Males,8,Sex
403031068,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Females,2,Sex
403031068,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,1,Sex
403031068,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,1,Sex
403031069,Alcohol,Females,12,Sex
403031069,Alcohol,Males,26,Sex
403031069,All drug-related,Females,31,Sex
403031069,All drug-related,Males,62,Sex
403031069,Androgens and anabolic congeners,Males,1,Sex
403031069,Cannabinoids,Females,3,Sex
403031069,Cannabinoids,Males,7,Sex
403031069,Multiple drug use,Females,3,Sex
403031069,Multiple drug use,Males,4,Sex
403031069,Non-opioid analgesic and antirheumatic,Females,3,Sex
403031069,Non-opioid analgesic and antirheumatic,Males,1,Sex
403031069,Opioid,Females,1,Sex
403031069,Opioid,Males,10,Sex
403031069,Other,Males,2,Sex
403031069,Psychostimulants,Females,5,Sex
403031069,Psychostimulants,Males,6,Sex
403031069,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Females,2,Sex
403031069,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,3,Sex
403031069,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,2,Sex
403031069,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,2,Sex
403031070,Alcohol,Females,13,Sex
403031070,Alcohol,Males,19,Sex
403031070,All drug-related,Females,26,Sex
403031070,All drug-related,Males,39,Sex
403031070,Analeptics and opioid receptor antagonists,Males,1,Sex
403031070,Cannabinoids,Males,2,Sex
403031070,Multiple drug use,Females,2,Sex
403031070,Multiple drug use,Males,5,Sex
403031070,Non-opioid analgesic and antirheumatic,Females,1,Sex
403031070,Non-opioid analgesic and antirheumatic,Males,2,Sex
403031070,Opioid,Females,3,Sex
403031070,Opioid,Males,2,Sex
403031070,Other,Females,1,Sex
403031070,Psychostimulants,Females,4,Sex
403031070,Psychostimulants,Males,4,Sex
403031070,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Females,1,Sex
403031070,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,2,Sex
403031070,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,1,Sex
403031070,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,2,Sex
403041071,Alcohol,Females,22,Sex
403041071,Alcohol,Males,32,Sex
403041071,All drug-related,Females,45,Sex
403041071,All drug-related,Males,73,Sex
403041071,Anaesthetics,Males,2,Sex
403041071,Cannabinoids,Females,2,Sex
403041071,Cannabinoids,Males,6,Sex
403041071,Multiple drug use,Females,3,Sex
403041071,Multiple drug use,Males,8,Sex
403041071,Non-opioid analgesic and antirheumatic,Females,2,Sex
403041071,Non-opioid analgesic and antirheumatic,Males,1,Sex
403041071,Opioid,Females,3,Sex
403041071,Opioid,Males,5,Sex
403041071,Other,Females,1,Sex
403041071,Other,Males,2,Sex
403041071,Psychostimulants,Females,6,Sex
403041071,Psychostimulants,Males,13,Sex
403041071,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Females,2,Sex
403041071,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,4,Sex
403041071,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,4,Sex
403041072,Alcohol,Females,26,Sex
403041072,Alcohol,Males,35,Sex
403041072,All drug-related,Females,58,Sex
403041072,All drug-related,Males,80,Sex
403041072,Anaesthetics,Females,3,Sex
403041072,Anaesthetics,Males,1,Sex
403041072,Analeptics and opioid receptor antagonists,Females,2,Sex
403041072,Cannabinoids,Females,5,Sex
403041072,Cannabinoids,Males,7,Sex
403041072,Hallucinogens,Females,1,Sex
403041072,Hallucinogens,Males,2,Sex
403041072,Inhalants,Males,1,Sex
403041072,Multiple drug use,Females,7,Sex
403041072,Multiple drug use,Males,3,Sex
403041072,Non-opioid analgesic and antirheumatic,Females,3,Sex
403041072,Opioid,Females,1,Sex
403041072,Opioid,Males,5,Sex
403041072,Other,Females,1,Sex
403041072,Other,Males,1,Sex
403041072,Psychostimulants,Females,5,Sex
403041072,Psychostimulants,Males,15,Sex
403041072,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Females,2,Sex
403041072,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,5,Sex
403041072,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,2,Sex
403041072,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,4,Sex
403041072,Steroids or hormones,Males,1,Sex
403041073,Alcohol,Females,18,Sex
403041073,Alcohol,Males,32,Sex
403041073,All drug-related,Females,50,Sex
403041073,All drug-related,Males,84,Sex
403041073,Cannabinoids,Females,4,Sex
403041073,Cannabinoids,Males,6,Sex
403041073,Hallucinogens,Males,1,Sex
403041073,Inhalants,Males,1,Sex
403041073,Multiple drug use,Females,7,Sex
403041073,Multiple drug use,Males,7,Sex
403041073,Non-opioid analgesic and antirheumatic,Females,1,Sex
403041073,Non-opioid analgesic and antirheumatic,Males,6,Sex
403041073,Opioid,Females,6,Sex
403041073,Opioid,Males,7,Sex
403041073,Psychostimulants,Females,8,Sex
403041073,Psychostimulants,Males,17,Sex
403041073,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Females,3,Sex
403041073,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,3,Sex
403041073,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,3,Sex
403041073,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,4,Sex
403041074,Alcohol,Females,20,Sex
403041074,Alcohol,Males,30,Sex
403041074,All drug-related,Females,37,Sex
403041074,All drug-related,Males,59,Sex
403041074,Androgens and anabolic congeners,Females,1,Sex
403041074,Cannabinoids,Females,1,Sex
403041074,Cannabinoids,Males,1,Sex
403041074,Hallucinogens,Males,1,Sex
403041074,Multiple drug use,Females,2,Sex
403041074,Multiple drug use,Males,7,Sex
403041074,Non-opioid analgesic and antirheumatic,Females,1,Sex
403041074,Non-opioid analgesic and antirheumatic,Males,3,Sex
403041074,Opioid,Females,2,Sex
403041074,Opioid,Males,5,Sex
403041074,Other,Females,1,Sex
403041074,Other,Males,1,Sex
403041074,Psychostimulants,Females,7,Sex
403041074,Psychostimulants,Males,5,Sex
403041074,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Females,1,Sex
403041074,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,1,Sex
403041074,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,6,Sex
403041075,Alcohol,Females,10,Sex
403041075,Alcohol,Males,15,Sex
403041075,All drug-related,Females,21,Sex
403041075,All drug-related,Males,29,Sex
403041075,Cannabinoids,Females,1,Sex
403041075,Multiple drug use,Females,3,Sex
403041075,Multiple drug use,Males,2,Sex
403041075,Non-opioid analgesic and antirheumatic,Males,2,Sex
403041075,Opioid,Females,3,Sex
403041075,Opioid,Males,3,Sex
403041075,Other,Females,1,Sex
403041075,Psychostimulants,Females,1,Sex
403041075,Psychostimulants,Males,5,Sex
403041075,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Females,1,Sex
403041075,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,1,Sex
403041075,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,2,Sex
403041076,Alcohol,Females,35,Sex
403041076,Alcohol,Males,37,Sex
403041076,All drug-related,Females,79,Sex
403041076,All drug-related,Males,78,Sex
403041076,Analeptics and opioid receptor antagonists,Females,1,Sex
403041076,Cannabinoids,Females,3,Sex
403041076,Cannabinoids,Males,7,Sex
403041076,Hallucinogens,Females,1,Sex
403041076,Inhalants,Males,1,Sex
403041076,Multiple drug use,Females,3,Sex
403041076,Multiple drug use,Males,4,Sex
403041076,Non-opioid analgesic and antirheumatic,Females,4,Sex
403041076,Non-opioid analgesic and antirheumatic,Males,5,Sex
403041076,Opioid,Females,5,Sex
403041076,Opioid,Males,4,Sex
403041076,Other,Females,1,Sex
403041076,Other,Males,2,Sex
403041076,Psychostimulants,Females,15,Sex
403041076,Psychostimulants,Males,14,Sex
403041076,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Females,4,Sex
403041076,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,1,Sex
403041076,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,7,Sex
403041076,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,3,Sex
403041077,Alcohol,Females,3,Sex
403041077,Alcohol,Males,2,Sex
403041077,All drug-related,Females,7,Sex
403041077,All drug-related,Males,12,Sex
403041077,Anaesthetics,Males,1,Sex
403041077,Hallucinogens,Males,1,Sex
403041077,Multiple drug use,Females,1,Sex
403041077,Multiple drug use,Males,1,Sex
403041077,Opioid,Females,1,Sex
403041077,Opioid,Males,1,Sex
403041077,Other,Males,1,Sex
403041077,Psychostimulants,Females,1,Sex
403041077,Psychostimulants,Males,3,Sex
403041077,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,2,Sex
403041077,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,1,Sex
403041078,Alcohol,Females,7,Sex
403041078,Alcohol,Males,21,Sex
403041078,All drug-related,Females,26,Sex
403041078,All drug-related,Males,43,Sex
403041078,Anaesthetics,Females,1,Sex
403041078,Anaesthetics,Males,1,Sex
403041078,Cannabinoids,Females,2,Sex
403041078,Cannabinoids,Males,2,Sex
403041078,Hallucinogens,Females,1,Sex
403041078,Inhalants,Males,1,Sex
403041078,Multiple drug use,Females,1,Sex
403041078,Multiple drug use,Males,5,Sex
403041078,Non-opioid analgesic and antirheumatic,Females,2,Sex
403041078,Non-opioid analgesic and antirheumatic,Males,4,Sex
403041078,Opioid,Females,3,Sex
403041078,Opioid,Males,3,Sex
403041078,Psychostimulants,Females,8,Sex
403041078,Psychostimulants,Males,2,Sex
403041078,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,1,Sex
403041078,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,4,Sex
403041079,Alcohol,Females,8,Sex
403041079,Alcohol,Males,10,Sex
403041079,All drug-related,Females,19,Sex
403041079,All drug-related,Males,26,Sex
403041079,Cannabinoids,Females,1,Sex
403041079,Cannabinoids,Males,3,Sex
403041079,Hallucinogens,Males,1,Sex
403041079,Multiple drug use,Females,1,Sex
403041079,Multiple drug use,Males,1,Sex
403041079,Opioid,Females,2,Sex
403041079,Opioid,Males,3,Sex
403041079,Other,Males,1,Sex
403041079,Psychostimulants,Females,3,Sex
403041079,Psychostimulants,Males,3,Sex
403041079,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Females,1,Sex
403041079,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,2,Sex
403041079,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,3,Sex
403041079,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,2,Sex
403041080,Alcohol,Females,18,Sex
403041080,Alcohol,Males,25,Sex
403041080,All drug-related,Females,37,Sex
403041080,All drug-related,Males,59,Sex
403041080,Cannabinoids,Females,3,Sex
403041080,Cannabinoids,Males,8,Sex
403041080,Inhalants,Males,2,Sex
403041080,Multiple drug use,Females,4,Sex
403041080,Multiple drug use,Males,4,Sex
403041080,Non-opioid analgesic and antirheumatic,Females,2,Sex
403041080,Non-opioid analgesic and antirheumatic,Males,4,Sex
403041080,Opioid,Females,3,Sex
403041080,Opioid,Males,3,Sex
403041080,Other,Males,1,Sex
403041080,Psychostimulants,Females,2,Sex
403041080,Psychostimulants,Males,8,Sex
403041080,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Females,4,Sex
403041080,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,2,Sex
403041080,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,1,Sex
403041080,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,2,Sex
403041081,Alcohol,Females,10,Sex
403041081,Alcohol,Males,18,Sex
403041081,All drug-related,Females,27,Sex
403041081,All drug-related,Males,42,Sex
403041081,Cannabinoids,Females,3,Sex
403041081,Cannabinoids,Males,1,Sex
403041081,Multiple drug use,Females,1,Sex
403041081,Multiple drug use,Males,4,Sex
403041081,Opioid,Females,1,Sex
403041081,Opioid,Males,6,Sex
403041081,Psychostimulants,Females,6,Sex
403041081,Psychostimulants,Males,10,Sex
403041081,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,1,Sex
403041081,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,6,Sex
403041081,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,2,Sex
403041082,Alcohol,Females,3,Sex
403041082,Alcohol,Males,7,Sex
403041082,All drug-related,Females,9,Sex
403041082,All drug-related,Males,26,Sex
403041082,Anaesthetics,Males,1,Sex
403041082,Hallucinogens,Males,1,Sex
403041082,Multiple drug use,Females,1,Sex
403041082,Multiple drug use,Males,2,Sex
403041082,Non-opioid analgesic and antirheumatic,Males,2,Sex
403041082,Opioid,Females,2,Sex
403041082,Opioid,Males,4,Sex
403041082,Psychostimulants,Females,2,Sex
403041082,Psychostimulants,Males,6,Sex
403041082,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Females,1,Sex
403041082,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,1,Sex
403041082,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,2,Sex
403041083,Alcohol,Females,4,Sex
403041083,Alcohol,Males,2,Sex
403041083,All drug-related,Females,8,Sex
403041083,All drug-related,Males,12,Sex
403041083,Multiple drug use,Males,1,Sex
403041083,Non-opioid analgesic and antirheumatic,Females,1,Sex
403041083,Non-opioid analgesic and antirheumatic,Males,1,Sex
403041083,Opioid,Males,2,Sex
403041083,Other,Females,1,Sex
403041083,Psychostimulants,Males,4,Sex
403041083,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Females,1,Sex
403041083,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,1,Sex
403041083,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,1,Sex
403041083,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,1,Sex
403041084,Alcohol,Females,22,Sex
403041084,Alcohol,Males,14,Sex
403041084,All drug-related,Females,40,Sex
403041084,All drug-related,Males,54,Sex
403041084,Cannabinoids,Females,2,Sex
403041084,Cannabinoids,Males,7,Sex
403041084,Hallucinogens,Males,1,Sex
403041084,Multiple drug use,Females,2,Sex
403041084,Multiple drug use,Males,3,Sex
403041084,Non-opioid analgesic and antirheumatic,Females,1,Sex
403041084,Non-opioid analgesic and antirheumatic,Males,3,Sex
403041084,Opioid,Females,3,Sex
403041084,Opioid,Males,11,Sex
403041084,Other,Females,1,Sex
403041084,Other,Males,1,Sex
403041084,Psychostimulants,Females,8,Sex
403041084,Psychostimulants,Males,10,Sex
403041084,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Females,1,Sex
403041084,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,2,Sex
403041084,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,2,Sex
403041085,Alcohol,Females,8,Sex
403041085,Alcohol,Males,25,Sex
403041085,All drug-related,Females,24,Sex
403041085,All drug-related,Males,56,Sex
403041085,Analeptics and opioid receptor antagonists,Females,1,Sex
403041085,Cannabinoids,Females,2,Sex
403041085,Cannabinoids,Males,2,Sex
403041085,Hallucinogens,Females,1,Sex
403041085,Multiple drug use,Females,5,Sex
403041085,Multiple drug use,Males,2,Sex
403041085,Non-opioid analgesic and antirheumatic,Females,1,Sex
403041085,Opioid,Females,2,Sex
403041085,Opioid,Males,6,Sex
403041085,Other,Males,2,Sex
403041085,Psychostimulants,Females,2,Sex
403041085,Psychostimulants,Males,9,Sex
403041085,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Females,2,Sex
403041085,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,2,Sex
403041085,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,8,Sex
403041086,Alcohol,Females,16,Sex
403041086,Alcohol,Males,25,Sex
