area_code,area_name,population,seifa_quintile,remoteness,drug_type,episodes,rate_per_100k,financial_year
402041042,Parafield,5138,Q3,Major Cities of Australia,Hallucinogens,1,19.5,2024-25
402041042,Parafield,5138,Q3,Major Cities of Australia,Multiple drug use,7,136.2,2024-25
402041042,Parafield,5138,Q3,Major Cities of Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",0,0.0,2024-25
402041042,Parafield,5138,Q3,Major Cities of Australia,Non-opioid analgesic and antirheumatic,3,58.4,2024-25
402041042,Parafield,5138,Q3,Major Cities of Australia,Cannabinoids,4,77.9,2024-25
402041042,Parafield,5138,Q3,Major Cities of Australia,Other,0,0.0,2024-25
402041042,Parafield,5138,Q3,Major Cities of Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",0,0.0,2024-25
402041042,Parafield,5138,Q3,Major Cities of Australia,Steroids or hormones,0,0.0,2024-25
402041042,Parafield,5138,Q3,Major Cities of Australia,Inhalants,1,19.5,2024-25
402041042,Parafield,5138,Q3,Major Cities of Australia,Anaesthetics,2,38.9,2024-25
402041042,Parafield,5138,Q3,Major Cities of Australia,Analeptics and opioid receptor antagonists,0,0.0,2024-25
402041042,Parafield,5138,Q3,Major Cities of Australia,Androgens and anabolic congeners,0,0.0,2024-25
402041042,Parafield,5138,Q3,Major Cities of Australia,All drug-related,56,1089.9,2024-25
402041043,Parafield Gardens,10410,Q4,Inner Regional Australia,Alcohol,57,547.6,2024-25
402041043,Parafield Gardens,10410,Q4,Inner Regional Australia,Psychostimulants,20,192.1,2024-25
402041043,Parafield Gardens,10410,Q4,Inner Regional Australia,Opioid,8,76.8,2024-25
402041043,Parafield Gardens,10410,Q4,Inner Regional Australia,Hallucinogens,0,0.0,2024-25
402041043,Parafield Gardens,10410,Q4,Inner Regional Australia,Multiple drug use,8,76.8,2024-25
402041043,Parafield Gardens,10410,Q4,Inner Regional Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",8,76.8,2024-25
402041043,Parafield Gardens,10410,Q4,Inner Regional Australia,Non-opioid analgesic and antirheumatic,0,0.0,2024-25
402041043,Parafield Gardens,10410,Q4,Inner Regional Australia,Cannabinoids,7,67.2,2024-25
402041043,Parafield Gardens,10410,Q4,Inner Regional Australia,Other,2,19.2,2024-25
402041043,Parafield Gardens,10410,Q4,Inner Regional Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",9,86.5,2024-25
402041043,Parafield Gardens,10410,Q4,Inner Regional Australia,Steroids or hormones,0,0.0,2024-25
402041043,Parafield Gardens,10410,Q4,Inner Regional Australia,Inhalants,0,0.0,2024-25
402041043,Parafield Gardens,10410,Q4,Inner Regional Australia,Anaesthetics,1,9.6,2024-25
402041043,Parafield Gardens,10410,Q4,Inner Regional Australia,Analeptics and opioid receptor antagonists,0,0.0,2024-25
402041043,Parafield Gardens,10410,Q4,Inner Regional Australia,Androgens and anabolic congeners,0,0.0,2024-25
402041043,Parafield Gardens,10410,Q4,Inner Regional Australia,All drug-related,120,1152.7,2024-25
402041044,Paralowie,4734,Q5 - least disadvantaged,Outer Regional Australia,Alcohol,24,507.0,2024-25
402041044,Paralowie,4734,Q5 - least disadvantaged,Outer Regional Australia,Psychostimulants,10,211.2,2024-25
402041044,Paralowie,4734,Q5 - least disadvantaged,Outer Regional Australia,Opioid,5,105.6,2024-25
402041044,Paralowie,4734,Q5 - least disadvantaged,Outer Regional Australia,Hallucinogens,1,21.1,2024-25
402041044,Paralowie,4734,Q5 - least disadvantaged,Outer Regional Australia,Multiple drug use,5,105.6,2024-25
402041044,Paralowie,4734,Q5 - least disadvantaged,Outer Regional Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",3,63.4,2024-25
402041044,Paralowie,4734,Q5 - least disadvantaged,Outer Regional Australia,Non-opioid analgesic and antirheumatic,4,84.5,2024-25
402041044,Paralowie,4734,Q5 - least disadvantaged,Outer Regional Australia,Cannabinoids,3,63.4,2024-25
402041044,Paralowie,4734,Q5 - least disadvantaged,Outer Regional Australia,Other,0,0.0,2024-25
402041044,Paralowie,4734,Q5 - least disadvantaged,Outer Regional Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",3,63.4,2024-25
402041044,Paralowie,4734,Q5 - least disadvantaged,Outer Regional Australia,Steroids or hormones,0,0.0,2024-25
402041044,Paralowie,4734,Q5 - least disadvantaged,Outer Regional Australia,Inhalants,2,42.2,2024-25
402041044,Paralowie,4734,Q5 - least disadvantaged,Outer Regional Australia,Anaesthetics,0,0.0,2024-25
402041044,Paralowie,4734,Q5 - least disadvantaged,Outer Regional Australia,Analeptics and opioid receptor antagonists,0,0.0,2024-25
402041044,Paralowie,4734,Q5 - least disadvantaged,Outer Regional Australia,Androgens and anabolic congeners,0,0.0,2024-25
402041044,Paralowie,4734,Q5 - least disadvantaged,Outer Regional Australia,All drug-related,60,1267.4,2024-25
402041046,Salisbury,7917,Q2,Very Remote Australia,Alcohol,44,555.8,2024-25
402041046,Salisbury,7917,Q2,Very Remote Australia,Psychostimulants,14,176.8,2024-25
402041046,Salisbury,7917,Q2,Very Remote Australia,Opioid,12,151.6,2024-25
402041046,Salisbury,7917,Q2,Very Remote Australia,Hallucinogens,0,0.0,2024-25
402041046,Salisbury,7917,Q2,Very Remote Australia,Multiple drug use,7,88.4,2024-25
402041046,Salisbury,7917,Q2,Very Remote Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",4,50.5,2024-25
402041046,Salisbury,7917,Q2,Very Remote Australia,Non-opioid analgesic and antirheumatic,1,12.6,2024-25
402041046,Salisbury,7917,Q2,Very Remote Australia,Cannabinoids,7,88.4,2024-25
402041046,Salisbury,7917,Q2,Very Remote Australia,Other,1,12.6,2024-25
402041046,Salisbury,7917,Q2,Very Remote Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",5,63.2,2024-25
402041046,Salisbury,7917,Q2,Very Remote Australia,Steroids or hormones,0,0.0,2024-25
402041046,Salisbury,7917,Q2,Very Remote Australia,Inhalants,0,0.0,2024-25
402041046,Salisbury,7917,Q2,Very Remote Australia,Anaesthetics,1,12.6,2024-25
402041046,Salisbury,7917,Q2,Very Remote Australia,Analeptics and opioid receptor antagonists,0,0.0,2024-25
402041046,Salisbury,7917,Q2,Very Remote Australia,Androgens and anabolic congeners,1,12.6,2024-25
402041046,Salisbury,7917,Q2,Very Remote Australia,All drug-related,97,1225.2,2024-25
402041047,Salisbury East,8960,Q3,Very Remote Australia,Alcohol,41,457.6,2024-25
402041047,Salisbury East,8960,Q3,Very Remote Australia,Psychostimulants,12,133.9,2024-25
402041047,Salisbury East,8960,Q3,Very Remote Australia,Opioid,6,67.0,2024-25
402041047,Salisbury East,8960,Q3,Very Remote Australia,Hallucinogens,1,11.2,2024-25
402041047,Salisbury East,8960,Q3,Very Remote Australia,Multiple drug use,4,44.6,2024-25
402041047,Salisbury East,8960,Q3,Very Remote Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",3,33.5,2024-25
402041047,Salisbury East,8960,Q3,Very Remote Australia,Non-opioid analgesic and antirheumatic,3,33.5,2024-25
402041047,Salisbury East,8960,Q3,Very Remote Australia,Cannabinoids,8,89.3,2024-25
402041047,Salisbury East,8960,Q3,Very Remote Australia,Other,0,0.0,2024-25
402041047,Salisbury East,8960,Q3,Very Remote Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",7,78.1,2024-25
402041047,Salisbury East,8960,Q3,Very Remote Australia,Steroids or hormones,0,0.0,2024-25
402041047,Salisbury East,8960,Q3,Very Remote Australia,Inhalants,2,22.3,2024-25
402041047,Salisbury East,8960,Q3,Very Remote Australia,Anaesthetics,0,0.0,2024-25
402041047,Salisbury East,8960,Q3,Very Remote Australia,Analeptics and opioid receptor antagonists,0,0.0,2024-25
402041047,Salisbury East,8960,Q3,Very Remote Australia,Androgens and anabolic congeners,0,0.0,2024-25
402041047,Salisbury East,8960,Q3,Very Remote Australia,All drug-related,87,971.0,2024-25
402041048,Salisbury North,4266,Q4,Very Remote Australia,Alcohol,19,445.4,2024-25
402041048,Salisbury North,4266,Q4,Very Remote Australia,Psychostimulants,7,164.1,2024-25
402041048,Salisbury North,4266,Q4,Very Remote Australia,Opioid,5,117.2,2024-25
402041048,Salisbury North,4266,Q4,Very Remote Australia,Hallucinogens,0,0.0,2024-25
402041048,Salisbury North,4266,Q4,Very Remote Australia,Multiple drug use,5,117.2,2024-25
402041048,Salisbury North,4266,Q4,Very Remote Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",2,46.9,2024-25
402041048,Salisbury North,4266,Q4,Very Remote Australia,Non-opioid analgesic and antirheumatic,1,23.4,2024-25
402041048,Salisbury North,4266,Q4,Very Remote Australia,Cannabinoids,7,164.1,2024-25
402041048,Salisbury North,4266,Q4,Very Remote Australia,Other,0,0.0,2024-25
402041048,Salisbury North,4266,Q4,Very Remote Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",4,93.8,2024-25
402041048,Salisbury North,4266,Q4,Very Remote Australia,Steroids or hormones,0,0.0,2024-25
402041048,Salisbury North,4266,Q4,Very Remote Australia,Inhalants,0,0.0,2024-25
402041048,Salisbury North,4266,Q4,Very Remote Australia,Anaesthetics,0,0.0,2024-25
402041048,Salisbury North,4266,Q4,Very Remote Australia,Analeptics and opioid receptor antagonists,0,0.0,2024-25
402041048,Salisbury North,4266,Q4,Very Remote Australia,Androgens and anabolic congeners,0,0.0,2024-25
402041048,Salisbury North,4266,Q4,Very Remote Australia,All drug-related,50,1172.1,2024-25
402041171,Mawson Lakes - Globe Derby Park,10774,Q2,Remote Australia,Alcohol,51,473.4,2024-25
402041171,Mawson Lakes - Globe Derby Park,10774,Q2,Remote Australia,Psychostimulants,15,139.2,2024-25
402041171,Mawson Lakes - Globe Derby Park,10774,Q2,Remote Australia,Opioid,10,92.8,2024-25
402041171,Mawson Lakes - Globe Derby Park,10774,Q2,Remote Australia,Hallucinogens,0,0.0,2024-25
402041171,Mawson Lakes - Globe Derby Park,10774,Q2,Remote Australia,Multiple drug use,11,102.1,2024-25
402041171,Mawson Lakes - Globe Derby Park,10774,Q2,Remote Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",2,18.6,2024-25
402041171,Mawson Lakes - Globe Derby Park,10774,Q2,Remote Australia,Non-opioid analgesic and antirheumatic,1,9.3,2024-25
402041171,Mawson Lakes - Globe Derby Park,10774,Q2,Remote Australia,Cannabinoids,7,65.0,2024-25
402041171,Mawson Lakes - Globe Derby Park,10774,Q2,Remote Australia,Other,3,27.8,2024-25
402041171,Mawson Lakes - Globe Derby Park,10774,Q2,Remote Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",6,55.7,2024-25
402041171,Mawson Lakes - Globe Derby Park,10774,Q2,Remote Australia,Steroids or hormones,0,0.0,2024-25
402041171,Mawson Lakes - Globe Derby Park,10774,Q2,Remote Australia,Inhalants,0,0.0,2024-25
402041171,Mawson Lakes - Globe Derby Park,10774,Q2,Remote Australia,Anaesthetics,3,27.8,2024-25
402041171,Mawson Lakes - Globe Derby Park,10774,Q2,Remote Australia,Analeptics and opioid receptor antagonists,0,0.0,2024-25
402041171,Mawson Lakes - Globe Derby Park,10774,Q2,Remote Australia,Androgens and anabolic congeners,0,0.0,2024-25
402041171,Mawson Lakes - Globe Derby Park,10774,Q2,Remote Australia,All drug-related,109,1011.7,2024-25
402041172,Pooraka - Cavan,8581,Q3,Very Remote Australia,Alcohol,36,419.5,2024-25
402041172,Pooraka - Cavan,8581,Q3,Very Remote Australia,Psychostimulants,14,163.2,2024-25
402041172,Pooraka - Cavan,8581,Q3,Very Remote Australia,Opioid,8,93.2,2024-25
402041172,Pooraka - Cavan,8581,Q3,Very Remote Australia,Hallucinogens,0,0.0,2024-25
402041172,Pooraka - Cavan,8581,Q3,Very Remote Australia,Multiple drug use,3,35.0,2024-25
402041172,Pooraka - Cavan,8581,Q3,Very Remote Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",3,35.0,2024-25
402041172,Pooraka - Cavan,8581,Q3,Very Remote Australia,Non-opioid analgesic and antirheumatic,3,35.0,2024-25
402041172,Pooraka - Cavan,8581,Q3,Very Remote Australia,Cannabinoids,6,69.9,2024-25
402041172,Pooraka - Cavan,8581,Q3,Very Remote Australia,Other,1,11.7,2024-25
402041172,Pooraka - Cavan,8581,Q3,Very Remote Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",4,46.6,2024-25
402041172,Pooraka - Cavan,8581,Q3,Very Remote Australia,Steroids or hormones,0,0.0,2024-25
402041172,Pooraka - Cavan,8581,Q3,Very Remote Australia,Inhalants,1,11.7,2024-25
402041172,Pooraka - Cavan,8581,Q3,Very Remote Australia,Anaesthetics,0,0.0,2024-25
402041172,Pooraka - Cavan,8581,Q3,Very Remote Australia,Analeptics and opioid receptor antagonists,1,11.7,2024-25
402041172,Pooraka - Cavan,8581,Q3,Very Remote Australia,Androgens and anabolic congeners,0,0.0,2024-25
402041172,Pooraka - Cavan,8581,Q3,Very Remote Australia,All drug-related,80,932.3,2024-25
402051049,Golden Grove,9458,Q5 - least disadvantaged,Major Cities of Australia,Alcohol,49,518.1,2024-25
402051049,Golden Grove,9458,Q5 - least disadvantaged,Major Cities of Australia,Psychostimulants,22,232.6,2024-25
402051049,Golden Grove,9458,Q5 - least disadvantaged,Major Cities of Australia,Opioid,11,116.3,2024-25
402051049,Golden Grove,9458,Q5 - least disadvantaged,Major Cities of Australia,Hallucinogens,0,0.0,2024-25
402051049,Golden Grove,9458,Q5 - least disadvantaged,Major Cities of Australia,Multiple drug use,1,10.6,2024-25
402051049,Golden Grove,9458,Q5 - least disadvantaged,Major Cities of Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",6,63.4,2024-25
402051049,Golden Grove,9458,Q5 - least disadvantaged,Major Cities of Australia,Non-opioid analgesic and antirheumatic,2,21.1,2024-25
402051049,Golden Grove,9458,Q5 - least disadvantaged,Major Cities of Australia,Cannabinoids,4,42.3,2024-25
402051049,Golden Grove,9458,Q5 - least disadvantaged,Major Cities of Australia,Other,6,63.4,2024-25
402051049,Golden Grove,9458,Q5 - least disadvantaged,Major Cities of Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",5,52.9,2024-25
402051049,Golden Grove,9458,Q5 - least disadvantaged,Major Cities of Australia,Steroids or hormones,0,0.0,2024-25
402051049,Golden Grove,9458,Q5 - least disadvantaged,Major Cities of Australia,Inhalants,0,0.0,2024-25
402051049,Golden Grove,9458,Q5 - least disadvantaged,Major Cities of Australia,Anaesthetics,1,10.6,2024-25
402051049,Golden Grove,9458,Q5 - least disadvantaged,Major Cities of Australia,Analeptics and opioid receptor antagonists,0,0.0,2024-25
402051049,Golden Grove,9458,Q5 - least disadvantaged,Major Cities of Australia,Androgens and anabolic congeners,0,0.0,2024-25
402051049,Golden Grove,9458,Q5 - least disadvantaged,Major Cities of Australia,All drug-related,107,1131.3,2024-25
402051050,Greenwith,6465,Q1 - most disadvantaged,Inner Regional Australia,Alcohol,23,355.8,2024-25
402051050,Greenwith,6465,Q1 - most disadvantaged,Inner Regional Australia,Psychostimulants,15,232.0,2024-25
402051050,Greenwith,6465,Q1 - most disadvantaged,Inner Regional Australia,Opioid,5,77.3,2024-25
402051050,Greenwith,6465,Q1 - most disadvantaged,Inner Regional Australia,Hallucinogens,0,0.0,2024-25
402051050,Greenwith,6465,Q1 - most disadvantaged,Inner Regional Australia,Multiple drug use,2,30.9,2024-25
402051050,Greenwith,6465,Q1 - most disadvantaged,Inner Regional Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",1,15.5,2024-25
402051050,Greenwith,6465,Q1 - most disadvantaged,Inner Regional Australia,Non-opioid analgesic and antirheumatic,2,30.9,2024-25
402051050,Greenwith,6465,Q1 - most disadvantaged,Inner Regional Australia,Cannabinoids,5,77.3,2024-25
402051050,Greenwith,6465,Q1 - most disadvantaged,Inner Regional Australia,Other,0,0.0,2024-25
402051050,Greenwith,6465,Q1 - most disadvantaged,Inner Regional Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",4,61.9,2024-25
402051050,Greenwith,6465,Q1 - most disadvantaged,Inner Regional Australia,Steroids or hormones,0,0.0,2024-25
402051050,Greenwith,6465,Q1 - most disadvantaged,Inner Regional Australia,Inhalants,0,0.0,2024-25
402051050,Greenwith,6465,Q1 - most disadvantaged,Inner Regional Australia,Anaesthetics,0,0.0,2024-25
402051050,Greenwith,6465,Q1 - most disadvantaged,Inner Regional Australia,Analeptics and opioid receptor antagonists,0,0.0,2024-25
402051050,Greenwith,6465,Q1 - most disadvantaged,Inner Regional Australia,Androgens and anabolic congeners,0,0.0,2024-25
402051050,Greenwith,6465,Q1 - most disadvantaged,Inner Regional Australia,All drug-related,57,881.7,2024-25
402051051,Highbury - Dernancourt,7042,Q2,Outer Regional Australia,Alcohol,33,468.6,2024-25
402051051,Highbury - Dernancourt,7042,Q2,Outer Regional Australia,Psychostimulants,8,113.6,2024-25
402051051,Highbury - Dernancourt,7042,Q2,Outer Regional Australia,Opioid,7,99.4,2024-25
402051051,Highbury - Dernancourt,7042,Q2,Outer Regional Australia,Hallucinogens,0,0.0,2024-25
402051051,Highbury - Dernancourt,7042,Q2,Outer Regional Australia,Multiple drug use,6,85.2,2024-25
402051051,Highbury - Dernancourt,7042,Q2,Outer Regional Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",4,56.8,2024-25
402051051,Highbury - Dernancourt,7042,Q2,Outer Regional Australia,Non-opioid analgesic and antirheumatic,1,14.2,2024-25
402051051,Highbury - Dernancourt,7042,Q2,Outer Regional Australia,Cannabinoids,5,71.0,2024-25
402051051,Highbury - Dernancourt,7042,Q2,Outer Regional Australia,Other,0,0.0,2024-25
402051051,Highbury - Dernancourt,7042,Q2,Outer Regional Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",4,56.8,2024-25
402051051,Highbury - Dernancourt,7042,Q2,Outer Regional Australia,Steroids or hormones,0,0.0,2024-25
402051051,Highbury - Dernancourt,7042,Q2,Outer Regional Australia,Inhalants,0,0.0,2024-25
402051051,Highbury - Dernancourt,7042,Q2,Outer Regional Australia,Anaesthetics,1,14.2,2024-25
402051051,Highbury - Dernancourt,7042,Q2,Outer Regional Australia,Analeptics and opioid receptor antagonists,0,0.0,2024-25
402051051,Highbury - Dernancourt,7042,Q2,Outer Regional Australia,Androgens and anabolic congeners,0,0.0,2024-25
402051051,Highbury - Dernancourt,7042,Q2,Outer Regional Australia,All drug-related,69,979.8,2024-25
402051052,Hope Valley - Modbury,7937,Q3,Remote Australia,Alcohol,43,541.8,2024-25
402051052,Hope Valley - Modbury,7937,Q3,Remote Australia,Psychostimulants,12,151.2,2024-25
402051052,Hope Valley - Modbury,7937,Q3,Remote Australia,Opioid,10,126.0,2024-25
402051052,Hope Valley - Modbury,7937,Q3,Remote Australia,Hallucinogens,2,25.2,2024-25
402051052,Hope Valley - Modbury,7937,Q3,Remote Australia,Multiple drug use,6,75.6,2024-25
402051052,Hope Valley - Modbury,7937,Q3,Remote Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",3,37.8,2024-25
402051052,Hope Valley - Modbury,7937,Q3,Remote Australia,Non-opioid analgesic and antirheumatic,4,50.4,2024-25
402051052,Hope Valley - Modbury,7937,Q3,Remote Australia,Cannabinoids,6,75.6,2024-25
402051052,Hope Valley - Modbury,7937,Q3,Remote Australia,Other,2,25.2,2024-25
402051052,Hope Valley - Modbury,7937,Q3,Remote Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",6,75.6,2024-25
402051052,Hope Valley - Modbury,7937,Q3,Remote Australia,Steroids or hormones,0,0.0,2024-25
402051052,Hope Valley - Modbury,7937,Q3,Remote Australia,Inhalants,1,12.6,2024-25
402051052,Hope Valley - Modbury,7937,Q3,Remote Australia,Anaesthetics,1,12.6,2024-25
402051052,Hope Valley - Modbury,7937,Q3,Remote Australia,Analeptics and opioid receptor antagonists,0,0.0,2024-25
402051052,Hope Valley - Modbury,7937,Q3,Remote Australia,Androgens and anabolic congeners,0,0.0,2024-25
402051052,Hope Valley - Modbury,7937,Q3,Remote Australia,All drug-related,96,1209.5,2024-25
402051053,Modbury Heights,7639,Q4,Very Remote Australia,Alcohol,24,314.2,2024-25
402051053,Modbury Heights,7639,Q4,Very Remote Australia,Psychostimulants,9,117.8,2024-25
402051053,Modbury Heights,7639,Q4,Very Remote Australia,Opioid,6,78.5,2024-25
402051053,Modbury Heights,7639,Q4,Very Remote Australia,Hallucinogens,0,0.0,2024-25
402051053,Modbury Heights,7639,Q4,Very Remote Australia,Multiple drug use,6,78.5,2024-25
402051053,Modbury Heights,7639,Q4,Very Remote Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",3,39.3,2024-25
402051053,Modbury Heights,7639,Q4,Very Remote Australia,Non-opioid analgesic and antirheumatic,0,0.0,2024-25
402051053,Modbury Heights,7639,Q4,Very Remote Australia,Cannabinoids,8,104.7,2024-25
402051053,Modbury Heights,7639,Q4,Very Remote Australia,Other,0,0.0,2024-25
402051053,Modbury Heights,7639,Q4,Very Remote Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",9,117.8,2024-25
402051053,Modbury Heights,7639,Q4,Very Remote Australia,Steroids or hormones,0,0.0,2024-25
402051053,Modbury Heights,7639,Q4,Very Remote Australia,Inhalants,2,26.2,2024-25
402051053,Modbury Heights,7639,Q4,Very Remote Australia,Anaesthetics,1,13.1,2024-25
402051053,Modbury Heights,7639,Q4,Very Remote Australia,Analeptics and opioid receptor antagonists,0,0.0,2024-25
402051053,Modbury Heights,7639,Q4,Very Remote Australia,Androgens and anabolic congeners,0,0.0,2024-25
402051053,Modbury Heights,7639,Q4,Very Remote Australia,All drug-related,68,890.2,2024-25
402051054,Redwood Park,10107,Q5 - least disadvantaged,Very Remote Australia,Alcohol,48,474.9,2024-25
402051054,Redwood Park,10107,Q5 - least disadvantaged,Very Remote Australia,Psychostimulants,14,138.5,2024-25
402051054,Redwood Park,10107,Q5 - least disadvantaged,Very Remote Australia,Opioid,7,69.3,2024-25
402051054,Redwood Park,10107,Q5 - least disadvantaged,Very Remote Australia,Hallucinogens,0,0.0,2024-25
402051054,Redwood Park,10107,Q5 - least disadvantaged,Very Remote Australia,Multiple drug use,12,118.7,2024-25
402051054,Redwood Park,10107,Q5 - least disadvantaged,Very Remote Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",4,39.6,2024-25
402051054,Redwood Park,10107,Q5 - least disadvantaged,Very Remote Australia,Non-opioid analgesic and antirheumatic,5,49.5,2024-25
402051054,Redwood Park,10107,Q5 - least disadvantaged,Very Remote Australia,Cannabinoids,10,98.9,2024-25
402051054,Redwood Park,10107,Q5 - least disadvantaged,Very Remote Australia,Other,1,9.9,2024-25
402051054,Redwood Park,10107,Q5 - least disadvantaged,Very Remote Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",4,39.6,2024-25
402051054,Redwood Park,10107,Q5 - least disadvantaged,Very Remote Australia,Steroids or hormones,0,0.0,2024-25
402051054,Redwood Park,10107,Q5 - least disadvantaged,Very Remote Australia,Inhalants,3,29.7,2024-25
402051054,Redwood Park,10107,Q5 - least disadvantaged,Very Remote Australia,Anaesthetics,0,0.0,2024-25
402051054,Redwood Park,10107,Q5 - least disadvantaged,Very Remote Australia,Analeptics and opioid receptor antagonists,0,0.0,2024-25
402051054,Redwood Park,10107,Q5 - least disadvantaged,Very Remote Australia,Androgens and anabolic congeners,1,9.9,2024-25
402051054,Redwood Park,10107,Q5 - least disadvantaged,Very Remote Australia,All drug-related,109,1078.5,2024-25
402051055,St Agnes - Ridgehaven,8926,Q1 - most disadvantaged,Very Remote Australia,Alcohol,48,537.8,2024-25
402051055,St Agnes - Ridgehaven,8926,Q1 - most disadvantaged,Very Remote Australia,Psychostimulants,13,145.6,2024-25
402051055,St Agnes - Ridgehaven,8926,Q1 - most disadvantaged,Very Remote Australia,Opioid,11,123.2,2024-25
402051055,St Agnes - Ridgehaven,8926,Q1 - most disadvantaged,Very Remote Australia,Hallucinogens,2,22.4,2024-25
402051055,St Agnes - Ridgehaven,8926,Q1 - most disadvantaged,Very Remote Australia,Multiple drug use,9,100.8,2024-25
402051055,St Agnes - Ridgehaven,8926,Q1 - most disadvantaged,Very Remote Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",0,0.0,2024-25
402051055,St Agnes - Ridgehaven,8926,Q1 - most disadvantaged,Very Remote Australia,Non-opioid analgesic and antirheumatic,5,56.0,2024-25
402051055,St Agnes - Ridgehaven,8926,Q1 - most disadvantaged,Very Remote Australia,Cannabinoids,11,123.2,2024-25
402051055,St Agnes - Ridgehaven,8926,Q1 - most disadvantaged,Very Remote Australia,Other,1,11.2,2024-25
402051055,St Agnes - Ridgehaven,8926,Q1 - most disadvantaged,Very Remote Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",2,22.4,2024-25
402051055,St Agnes - Ridgehaven,8926,Q1 - most disadvantaged,Very Remote Australia,Steroids or hormones,0,0.0,2024-25
402051055,St Agnes - Ridgehaven,8926,Q1 - most disadvantaged,Very Remote Australia,Inhalants,2,22.4,2024-25
402051055,St Agnes - Ridgehaven,8926,Q1 - most disadvantaged,Very Remote Australia,Anaesthetics,0,0.0,2024-25
402051055,St Agnes - Ridgehaven,8926,Q1 - most disadvantaged,Very Remote Australia,Analeptics and opioid receptor antagonists,0,0.0,2024-25
402051055,St Agnes - Ridgehaven,8926,Q1 - most disadvantaged,Very Remote Australia,Androgens and anabolic congeners,0,0.0,2024-25
402051055,St Agnes - Ridgehaven,8926,Q1 - most disadvantaged,Very Remote Australia,All drug-related,104,1165.1,2024-25
403011056,Brighton (SA),6995,Q2,Major Cities of Australia,Alcohol,27,386.0,2024-25
403011056,Brighton (SA),6995,Q2,Major Cities of Australia,Psychostimulants,10,143.0,2024-25
403011056,Brighton (SA),6995,Q2,Major Cities of Australia,Opioid,9,128.7,2024-25
403011056,Brighton (SA),6995,Q2,Major Cities of Australia,Hallucinogens,2,28.6,2024-25
403011056,Brighton (SA),6995,Q2,Major Cities of Australia,Multiple drug use,7,100.1,2024-25
403011056,Brighton (SA),6995,Q2,Major Cities of Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",1,14.3,2024-25
403011056,Brighton (SA),6995,Q2,Major Cities of Australia,Non-opioid analgesic and antirheumatic,3,42.9,2024-25
403011056,Brighton (SA),6995,Q2,Major Cities of Australia,Cannabinoids,8,114.4,2024-25
403011056,Brighton (SA),6995,Q2,Major Cities of Australia,Other,0,0.0,2024-25
403011056,Brighton (SA),6995,Q2,Major Cities of Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",2,28.6,2024-25
403011056,Brighton (SA),6995,Q2,Major Cities of Australia,Steroids or hormones,0,0.0,2024-25
403011056,Brighton (SA),6995,Q2,Major Cities of Australia,Inhalants,1,14.3,2024-25
403011056,Brighton (SA),6995,Q2,Major Cities of Australia,Anaesthetics,1,14.3,2024-25
403011056,Brighton (SA),6995,Q2,Major Cities of Australia,Analeptics and opioid receptor antagonists,1,14.3,2024-25
403011056,Brighton (SA),6995,Q2,Major Cities of Australia,Androgens and anabolic congeners,0,0.0,2024-25
403011056,Brighton (SA),6995,Q2,Major Cities of Australia,All drug-related,72,1029.3,2024-25
403011057,Glenelg (SA),2021,Q3,Inner Regional Australia,Alcohol,6,296.9,2024-25
403011057,Glenelg (SA),2021,Q3,Inner Regional Australia,Psychostimulants,3,148.4,2024-25
403011057,Glenelg (SA),2021,Q3,Inner Regional Australia,Opioid,3,148.4,2024-25
403011057,Glenelg (SA),2021,Q3,Inner Regional Australia,Hallucinogens,0,0.0,2024-25
